,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.291633972066776,6.2397242988950685
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.243823038502198
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.518531439763169
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.568622254176942
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6848667412722067,7.627916023251567
6,0.0,0.0,0.0,0.02924690406655222,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5605540116621714,4.1438191083722735
8,0.0,0.0,0.0,1.972660767224648,0.0,0.0,0.0,0.0,0.30864363644305914,1.312267549759106
9,0.0,0.0,0.0,0.4311370421318992,0.0,0.0,0.0,0.0,1.176810107618965,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,3.314998255600484,0.0,0.0,5.624426882407533
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.44895842468290725,0.0,0.0,1.5950950158328823
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.838329503574521
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,1.9538176631004232,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,2.4408455288141506,0.0,0.0,9.410388260532796
19,0.0,0.0,0.0,0.0,0.0,0.0,1.8374234110946492,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.6786714105296898,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0845175822919515
24,6.1528966813322645,0.0,0.0,0.0,0.0,0.0,1.114682739366605,0.0,0.0,0.0
25,0.0,3.180219002072882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8027937556632825
26,0.0,1.986707591760871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67509582379393
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.019119120277662,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.045714982870063
35,3.69360488546993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7784016409672416,0.33234538183287476
36,0.5218531961511124,0.0,0.0,0.0,0.0,6.742554472861774,0.0,0.0,0.0,0.0
37,0.14426580546805745,0.0,0.0,0.0,0.0,9.165899861343387,0.0,0.0,0.0,0.0
38,0.6230478189287103,0.0,0.0,0.0,0.0,0.1423193500328388,0.0,0.0,1.3894435908526788,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20982863487800385,0.0
42,0.0,0.0,6.6464482749180815,0.0,0.0,0.10090666297128692,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5500326984116284,0.0
45,0.0,0.0,0.08702512488085734,0.0,0.0,0.0,0.0,0.0,0.0,0.38709485739756566
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.79071836872609
47,0.0,0.0,8.79175469043048,0.0,0.0,2.6202094190179306,1.6986393888179092,0.0,7.393483731700579,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,3.2494830114398123,0.0,7.482275459451314,0.0
49,0.0,0.0,0.0,0.0,0.0,0.247205830149257,0.0,0.0,3.267738139975208,0.0
50,0.0,0.0,0.2580485860196262,0.0,0.0,0.0,0.0,0.0,1.128276168371059,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2070684529697182,0.0
54,0.0,0.0,7.474018114373124,0.0,0.0,0.4526459789672792,0.0,0.0,2.789418844316506,0.0
55,0.0,0.0,1.0427335667861897,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,1.3212177708560926,0.0,0.0,8.364029585858209,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.45864494919861976,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19096294268194747,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1458622212374063,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.112011012608816,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36294051842435326,0.0
62,0.0,0.0,0.0,0.0,0.0,0.09793289736931232,0.0,0.0,0.062182994907694855,0.0
63,0.0,0.0,0.0,0.0,0.0,6.1694552144132055,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,8.809438700095658,0.2486580458499814,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,1.5805853007951036,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0,2.236525566930228,0.0,0.0,0.0
