,0,1,2,3,4,5,6
0,0.0,0.0,0.0,0.0,0.07649505020684651,0.0,0.0
1,0.0,0.0,0.0,0.0,0.11959409625957136,0.0,0.0
2,0.0,0.0,0.0,0.0,0.13362193771615105,0.0,0.0
3,0.0,0.0,0.0,0.0,0.18417359029593122,0.0,0.0
4,0.0,0.0,0.0,0.0,0.16426228775637375,0.0,0.0
5,0.0,0.0,0.0,0.0,0.14516621789551323,0.0,0.0
6,0.0,0.0,0.0,0.0,0.12685205236986336,0.0,0.0
7,0.0,0.0,0.0,0.0,0.10928775665002544,0.0,0.0
8,0.0,0.0,0.0,0.0,0.09244259489001083,0.0,0.0
9,0.0,0.0,0.0,0.0,0.07628715369209901,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0608100263113299,0.0,0.0
11,0.0,0.0,0.0,0.0,0.04594634456634259,0.0,0.0
12,0.0,0.0,0.0,0.0,0.03168247831997689,0.0,0.0
13,0.0,0.0,0.0,0.0,0.01801482714229897,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0415435494382608,0.0,0.0
15,0.0,0.0,0.0,0.0,0.027468718303281504,0.0,0.0
16,0.0,0.0,0.0,0.0,0.044445896832713,0.0,0.0
17,0.0,0.0,0.0,0.0,0.03025223638609421,0.0,0.0
18,0.0,0.0,0.0,0.0,0.016640288003393046,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0035845573525232657,0.0,0.0
20,0.0,0.0,0.0,0.0,-0.008933566550006943,0.0,0.0
21,0.0,0.0,0.0,0.0,-0.02093819503583845,0.0,0.0
22,0.0,0.0,0.0,0.0,-0.03245132345860629,0.0,0.0
23,0.0,0.0,0.0,0.0,0.04929164698770553,0.0,0.0
24,0.0,0.0,0.0,0.0,0.03492266559359656,0.0,0.0
25,0.0,0.0,0.0,0.0,0.025247338004662397,0.0,0.0
26,0.0,0.0,0.0,0.0,0.06561375926584492,0.0,0.0
27,0.0,0.0,0.0,0.0,0.052068868207573143,0.0,0.0
28,0.0,0.0,0.0,0.0,0.03772962007047906,0.0,0.0
29,0.0,0.0,0.0,0.0,0.023977471356291028,0.0,0.0
30,0.0,0.0,0.0,0.0,0.010788393970921576,0.0,0.0
31,0.0,0.0,0.0,0.0,0.06818898274612188,0.0,0.0
32,0.0,0.0,0.0,0.0,0.05318968106566263,0.0,0.0
33,0.0,0.0,0.0,0.0,0.038804548161212885,0.0,0.0
34,0.0,0.0,0.0,0.0,0.05945440724607786,0.0,0.0
35,0.0,0.0,0.0,0.0,0.06933274367652033,0.0,0.0
36,0.0,0.0,0.0,0.0,0.055004977958266026,0.0,0.0
37,0.0,0.0,0.0,0.0,0.040559923440304735,0.0,0.0
38,0.0,0.0,0.0,0.0,0.02670813501228601,0.0,0.0
39,0.0,0.0,0.0,0.0,0.013423492381845478,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0006827780630926585,0.0,0.0
41,0.0,0.0,0.0,0.0,0.08466075978956197,0.0,0.0
42,0.0,0.0,0.0,0.0,0.06903592452528486,0.0,0.0
43,0.0,0.0,0.0,0.0,0.05558070220218195,0.0,0.0
44,0.0,0.0,0.0,0.0,0.04118832325331637,0.0,0.0
45,0.0,0.0,0.0,0.0,0.030960510817941492,0.0,0.0
46,0.0,0.0,0.0,0.0,0.018021833748602476,0.0,0.0
47,0.0,0.0,0.0,0.0,0.005869956833615541,0.0,0.0
48,0.0,0.0,0.0,0.0,-0.006359633794688515,0.0,0.0
49,0.0,0.0,0.0,0.0,-0.018088915416480444,0.0,0.0
50,0.0,0.0,0.0,0.0,-0.029337741454644073,0.0,0.0
51,0.0,0.0,0.0,0.0,-0.040124583867095075,0.0,0.0
52,0.0,0.0,0.0,0.0,-0.05045659851835352,0.0,0.0
53,0.0,0.0,0.0,0.0,0.09871893368789346,0.0,0.0
54,0.0,0.0,0.0,0.0,0.08491763110621395,0.0,0.0
55,0.0,0.0,0.0,0.0,0.07079925664133208,0.0,0.0
56,0.0,0.0,0.0,0.0,0.05756842452048487,0.0,0.0
57,0.0,0.0,0.0,0.0,0.04345198843398662,0.0,0.0
58,0.0,0.0,0.0,0.0,0.033392614098589235,0.0,0.0
59,0.0,0.0,0.0,0.0,0.020700154238534118,0.0,0.0
60,0.0,0.0,0.0,0.0,0.008775812416542047,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,-0.00966434854568307,0.0,0.0
63,0.0,0.0,0.0,0.0,-0.019681455582276366,0.0,0.0
64,0.0,0.0,0.0,0.0,0.03317261073961711,0.0,0.0
65,0.0,0.0,0.0,0.0,0.020408712058687432,0.0,0.0
66,0.0,0.0,0.0,0.0,0.011386151914496118,0.0,0.0
67,0.0,0.0,0.0,0.0,-0.0003189569275096144,0.0,0.0
68,0.0,0.0,0.0,0.0,-0.011294683825135272,0.0,0.0
69,0.0,0.0,0.0,0.0,-0.02158172954855291,0.0,0.0
70,0.0,0.0,0.0,0.0,-0.029622359891253527,0.0,0.0
71,0.0,0.0,0.0,0.0,-0.038945785841324285,0.0,0.0
72,0.0,0.0,0.0,0.0,0.11611427424564955,0.0,0.0
73,0.0,0.0,0.0,0.0,0.10136057302348798,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0909237751429424,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0763200721923448,0.0,0.0
76,0.0,0.0,0.0,0.0,0.06253110724987879,0.0,0.0
77,0.0,0.0,0.0,0.0,0.049588119066436974,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0397696534707195,0.0,0.0
