,0,1,2,3,4,5,6
0,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,2745.9775304945433,-3418.2570922048676,-210.03922373516855
1,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,3637.917827956467,-3418.2570922048676,-210.03922373516855
2,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,3927.68872434114,-3418.2570922048676,-210.03922373516855
3,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,4973.6584823493,-3418.2570922048676,-210.03922373516855
4,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,4561.67154945804,-3418.2570922048676,-210.03922373516855
5,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,4166.552684852209,-3418.2570922048676,-210.03922373516855
6,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,3787.612288141073,-3418.2570922048676,-210.03922373516855
7,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,3424.1875293823255,-3418.2570922048676,-210.03922373516855
8,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,3075.642449833763,-3418.2570922048676,-210.03922373516855
9,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,2741.3684536745586,-3418.2570922048676,-210.03922373516855
10,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,2420.7812468771635,-3418.2570922048676,-210.03922373516855
11,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,2113.3203148837283,-3418.2570922048676,-210.03922373516855
12,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,1818.4482498022842,-3418.2570922048676,-210.03922373516855
13,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,1535.6493883349171,-3418.2570922048676,-210.03922373516855
14,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,2022.24681662932,-3418.2570922048676,-210.03922373516855
15,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,1731.1035606947419,-3418.2570922048676,-210.03922373516855
16,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,2082.28298062805,-3418.2570922048676,-210.03922373516855
17,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,1788.6816950120215,-3418.2570922048676,-210.03922373516855
18,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,1507.1015453980342,-3418.2570922048676,-210.03922373516855
19,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,1237.0505722231692,-3418.2570922048676,-210.03922373516855
20,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,978.0572347536859,-3418.2570922048676,-210.03922373516855
21,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,729.6681572158839,-3418.2570922048676,-210.03922373516855
22,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,491.44876109873115,-3418.2570922048676,-210.03922373516855
23,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,2175.2294670650153,-3418.2570922048676,-210.03922373516855
24,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,1877.8229848357219,-3418.2570922048676,-210.03922373516855
25,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,1592.5932649207316,-3418.2570922048676,-210.03922373516855
26,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,2424.319574503349,-3418.2570922048676,-210.03922373516855
27,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,2116.713683196631,-3418.2570922048676,-210.03922373516855
28,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,1821.7026909555818,-3418.2570922048676,-210.03922373516855
29,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,1538.7704898505626,-3418.2570922048676,-210.03922373516855
30,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,1267.4227337477566,-3418.2570922048676,-210.03922373516855
31,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,2448.363637196267,-3418.2570922048676,-210.03922373516855
32,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,2139.772919651724,-3418.2570922048676,-210.03922373516855
33,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,1843.8179092434095,-3418.2570922048676,-210.03922373516855
34,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,2268.3208313360306,-3418.2570922048676,-210.03922373516855
35,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,2471.4979119904774,-3418.2570922048676,-210.03922373516855
36,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,2161.9605222442447,-3418.2570922048676,-210.03922373516855
37,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,1865.0971591714435,-3418.2570922048676,-210.03922373516855
38,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,1580.3887289360207,-3418.2570922048676,-210.03922373516855
39,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,1307.3373630993356,-3418.2570922048676,-210.03922373516855
40,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,1045.4658515165581,-3418.2570922048676,-210.03922373516855
41,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,2745.8607956877513,-3418.2570922048676,-210.03922373516855
42,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,2425.0894757559336,-3418.2570922048676,-210.03922373516855
43,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,2117.452029930574,-3418.2570922048676,-210.03922373516855
44,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,1822.4107473483778,-3418.2570922048676,-210.03922373516855
45,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,1539.4501622034827,-3418.2570922048676,-210.03922373516855
46,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,1268.0750993121246,-3418.2570922048676,-210.03922373516855
47,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,1007.81087677331,-3418.2570922048676,-210.03922373516855
48,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,758.2031565986711,-3418.2570922048676,-210.03922373516855
49,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,518.8156510114256,-3418.2570922048676,-210.03922373516855
50,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,289.2296266497844,-3418.2570922048676,-210.03922373516855
51,-6680.467825486974,-1285.974625280556,-574.0091510882014,-447.2344887916808,69.04413121126275,-3418.2570922048676,-210.03922373516855
