,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1,0.0,1.0,0.0,0.0,1.5427212121950034,0.38568030304875084,0.38568030304875084,0.0,1.1570409091462526,0.7713606060975017,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.38568030304875084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5427212121950034,0.0,0.7713606060975017,0.0,0.0,0.0,0.0,0.38568030304875084,0.0,1.1570409091462526,1.0,0.38568030304875084,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.38568030304875084,1.1570409091462526,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.38568030304875084,1.0,1.0,1.0,1.9284015152437541,1.1570409091462526,1.5427212121950034,0.0,0.0,0.0,0.0,1.9284015152437541,0.0,0.0,0.7713606060975017,0.38568030304875084,0.0,0.38568030304875084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.38568030304875084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5427212121950034,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.38568030304875084,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7713606060975017,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.38568030304875084,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.38568030304875084,0.0,0.38568030304875084,0.0,1.0,0.0,0.0,1.0,0.0,0.38568030304875084,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7713606060975017,1.1570409091462526,1.0,1.0,1.0,0.0,0.7713606060975017,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
2,0.0,1.0,0.0,0.0,1.1909942623860312,0.2977485655965078,0.2977485655965078,0.0,0.8932456967895235,0.5954971311930156,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2977485655965078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1909942623860312,0.0,0.5954971311930156,0.0,0.0,0.0,0.0,0.2977485655965078,0.0,0.8932456967895235,1.0,0.2977485655965078,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2977485655965078,0.8932456967895235,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2977485655965078,1.0,1.0,1.0,1.488742827982539,0.8932456967895235,1.1909942623860312,0.0,0.0,0.0,0.0,1.488742827982539,0.0,0.0,0.5954971311930156,0.2977485655965078,0.0,0.2977485655965078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2977485655965078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1909942623860312,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.2977485655965078,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5954971311930156,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2977485655965078,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.38568030304875084,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.2977485655965078,0.0,0.2977485655965078,0.0,1.0,0.0,0.0,1.0,0.0,0.2977485655965078,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5954971311930156,0.8932456967895235,1.0,1.0,1.0,0.0,0.5954971311930156,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
3,0.0,1.0,0.0,0.0,0.9190721812195933,0.22976804530489833,0.22976804530489833,0.0,0.689304135914695,0.45953609060979667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.22976804530489833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9190721812195933,0.0,0.45953609060979667,0.0,0.0,0.0,0.0,0.22976804530489833,0.0,0.689304135914695,1.0,0.22976804530489833,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.22976804530489833,0.689304135914695,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.22976804530489833,1.0,1.0,1.0,1.1488402265244917,0.689304135914695,0.9190721812195933,0.0,0.0,0.0,0.0,1.1488402265244917,0.0,0.0,0.45953609060979667,0.22976804530489833,0.0,0.22976804530489833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.22976804530489833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9190721812195933,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.22976804530489833,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.45953609060979667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.22976804530489833,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2977485655965078,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.22976804530489833,0.0,0.22976804530489833,0.0,1.0,0.0,0.0,1.0,0.0,0.22976804530489833,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.45953609060979667,0.689304135914695,1.0,1.0,1.0,0.0,0.45953609060979667,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
4,0.0,1.0,0.0,0.0,0.709233916674798,0.1773084791686995,0.1773084791686995,0.0,0.5319254375060984,0.354616958337399,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1773084791686995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.709233916674798,0.0,0.354616958337399,0.0,0.0,0.0,0.0,0.1773084791686995,0.0,0.5319254375060984,1.0,0.1773084791686995,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1773084791686995,0.5319254375060984,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1773084791686995,1.0,1.0,1.0,0.8865423958434975,1.688966346652351,0.709233916674798,0.0,0.0,0.0,0.0,0.8865423958434975,0.0,0.0,0.354616958337399,0.1773084791686995,0.0,0.1773084791686995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1773084791686995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.709233916674798,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.1773084791686995,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.354616958337399,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.1773084791686995,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.22976804530489833,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.1773084791686995,0.0,0.1773084791686995,0.0,1.0,0.0,0.38568030304875084,1.0,0.0,0.1773084791686995,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.38568030304875084,0.0,0.354616958337399,0.5319254375060984,1.0,1.0,1.0,0.0,0.354616958337399,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
5,0.0,1.0,0.0,0.0,0.5473049438371235,0.13682623595928087,0.13682623595928087,0.0,0.4104787078778426,0.27365247191856173,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13682623595928087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5473049438371235,0.38568030304875084,0.27365247191856173,0.0,0.0,0.0,0.0,0.13682623595928087,0.0,0.4104787078778426,1.0,0.13682623595928087,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13682623595928087,0.4104787078778426,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.13682623595928087,1.0,1.0,1.0,1.455491785893906,1.3037244046673662,0.5473049438371235,0.0,0.0,0.0,0.0,0.6841311797964044,0.0,0.0,0.27365247191856173,0.13682623595928087,0.0,0.13682623595928087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.13682623595928087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5473049438371235,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.13682623595928087,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.27365247191856173,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5225065390080317,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1773084791686995,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.13682623595928087,0.0,0.13682623595928087,0.0,1.0,0.0,0.2977485655965078,1.0,0.0,0.13682623595928087,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2977485655965078,0.0,0.27365247191856173,0.4104787078778426,1.0,1.0,1.0,0.0,0.6593327749673126,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
6,0.0,1.0,0.0,0.0,0.42234683720842925,0.10558670930210731,0.10558670930210731,0.0,1.0881207340038235,0.5968537216529655,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4912670123508581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8080271402571801,0.2977485655965078,0.21117341860421462,0.0,0.0,0.0,0.0,0.10558670930210731,0.0,1.0881207340038235,1.0,0.10558670930210731,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.10558670930210731,0.3167601279063219,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.10558670930210731,1.0,1.0,1.0,1.1234306777035523,1.0060642638210169,1.193707443305931,0.0,0.0,0.0,0.0,1.2992941526080384,0.0,0.0,0.21117341860421462,0.10558670930210731,0.0,0.10558670930210731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7713606060975017,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.10558670930210731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42234683720842925,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.10558670930210731,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.21117341860421462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.4033352748986151,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13682623595928087,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.10558670930210731,0.0,0.10558670930210731,0.0,1.0,0.0,0.22976804530489833,1.0,0.0,0.10558670930210731,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.22976804530489833,0.0,0.21117341860421462,0.3167601279063219,1.0,1.0,1.0,0.0,0.5089219842007224,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
7,0.0,1.0,0.0,0.0,1.0972791875182606,0.08147964535518974,0.08147964535518974,0.0,0.8399360672585848,0.46070785630688726,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37922821095169756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6236671470172668,0.22976804530489833,0.16295929071037948,0.0,0.0,0.0,0.0,0.08147964535518974,0.0,0.8399360672585848,1.0,0.08147964535518974,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08147964535518974,0.2444389360655692,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.08147964535518974,1.0,1.0,1.0,0.8669343173857453,0.7763643735716677,0.9214157126137745,0.0,0.0,0.0,0.0,1.0028953579689643,0.0,0.0,0.16295929071037948,0.08147964535518974,0.0,0.08147964535518974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5954971311930156,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.08147964535518974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0972791875182606,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.08147964535518974,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16295929071037948,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.31124769066008806,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.10558670930210731,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.08147964535518974,0.0,0.08147964535518974,0.0,1.0,0.0,0.1773084791686995,1.0,0.0,0.08147964535518974,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1773084791686995,0.0,0.16295929071037948,0.2444389360655692,1.0,1.0,1.0,0.0,0.3927273360152778,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
8,0.0,1.0,0.0,0.0,0.8470035054739684,0.0628765935702382,0.0628765935702382,0.0,0.6481658713205113,0.3555212324453747,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.29264463887513653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48127441958585115,0.1773084791686995,0.1257531871404764,0.0,0.0,0.0,0.0,0.0628765935702382,0.0,0.6481658713205113,1.0,0.0628765935702382,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0628765935702382,0.5743100837594655,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.448556896618989,1.0,1.0,1.0,0.6689999261885899,1.370469094686059,0.7110424648907494,0.0,0.0,0.0,0.0,1.5452796645584894,0.0,0.0,0.1257531871404764,0.0628765935702382,0.0,0.0628765935702382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.45953609060979667,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0628765935702382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8470035054739684,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0628765935702382,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1257531871404764,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2401850727389377,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08147964535518974,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0628765935702382,0.0,0.0628765935702382,0.0,1.0,0.0,0.13682623595928087,1.0,0.0,0.0628765935702382,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.13682623595928087,0.0,0.1257531871404764,0.5743100837594655,1.0,1.0,1.0,0.0,0.30306166630917586,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
9,0.0,1.0,0.0,0.0,0.6536197050763445,1.2055618127628895,0.4342012066653878,0.0,0.5001796691873098,0.2743502864019734,0.0,0.38568030304875084,0.0,0.0,1.0,0.0,0.0,0.0,0.22582938278533643,0.0,0.38568030304875084,0.0,0.0,0.0,0.0,0.0,0.0,0.3713920936352473,0.13682623595928087,0.09704180723327391,0.0,0.0,0.0,0.0,0.4342012066653878,0.0,0.5001796691873098,1.0,0.048520903616636954,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.048520903616636954,0.44331127644641866,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3462694692131448,1.0,1.0,1.0,0.9019372930504974,1.0578199699492483,0.5487005728039468,0.0,0.0,0.0,0.0,1.1927186076135994,0.0,0.0,0.4827221102820247,0.048520903616636954,0.0,0.048520903616636954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.354616958337399,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.048520903616636954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6536197050763445,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.048520903616636954,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.09704180723327391,0.0,0.0,0.0,0.0,0.38568030304875084,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.1853471395759178,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0628765935702382,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.048520903616636954,0.0,0.048520903616636954,0.0,1.0,0.0,0.10558670930210731,1.0,0.0,0.048520903616636954,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.10558670930210731,0.0,0.4827221102820247,0.44331127644641866,1.0,1.0,1.0,0.0,0.23386804319255478,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
